"number","title","pageid","namespace","length","touched","Wikidata"
"638","Tapiolan_syntyvaiheet","479990","","16665","20250329213224","Q18662293"
"639","Uinnin_pitkän_radan_Suomen-mestaruuskilpailut_2008","481456","","11257","20240329170122","Q5402879"
"640","Kiitojuna","482672","","1482","20190625105626","Q18688862"
"641","Matti_Otala","483353","","4551","20250228010149","Q4357828"
"642","Henrik_Lilius_(professori)","487634","","6027","20250227162315","Q3430390"
"643","Markku_Sääksjärvi","489602","","3255","20250228174920","Q16990744"
"644","Susanna_Helke","491563","","5699","20241112151235","Q11895363"
"645","Healing_Rooms_Finland","492124","","3772","20241009204223","Q20917948"
"646","Eestinkallio","492514","","2969","20221004024213","Q11856842"
"647","Meri-Porin_voimalaitos","494170","","10537","20250405075831","Q11882096"
"648","Bodomin_kartano","494648","","2770","20241222153444","Q10431990"
"649","Helge_Lund","495070","","4964","20221007134757","Q718292"
"650","Jarmo_Leppiniemi","495643","","2933","20230207191526","Q16983921"
"651","FC_Kasiysi","496342","","1938","20241203185422","Q4355803"
"652","Karakallion_koulu","496479","","3341","20231224105143","Q5410530"
"653","Pellon_seisake","501540","","2932","20241105074358","Q3092992"
"654","Karnaisten_tietunneli","501941","","4114","20250418153341","Q5252761"
"655","Nokia_2310","503777","","1669","20221211230940","Q958279"
"656","Arvo_Lönnroth","504236","","3581","20200121102724","Q11853007"
"657","Espoon_kristillinen_koulu","504642","","5875","20241210191208","Q11858787"
"658","Nokia_3210","505102","","2654","20240815053508","Q913421"
"659","Ora_Lassila","508041","","1732","20230324092358","Q7099202"
"660","Nokia_3200","510838","","1713","20221022003558","Q2016069"
"661","Nokia_3650","517271","","2501","20250121170841","Q1761879"
"662","Pekka_V._Virtanen","518041","","9397","20230301043951","Q11887212"
"663","Erkki_Laurila","519576","","7467","20240204152849","Q5403271"
"664","Kilon_koulu","522327","","3166","20231225080138","Q18660028"
"665","Smedsbyn_koulu","523409","","1938","20240522133348","Q11893913"
"666","Valmet_Orava","523650","","3031","20250228195600","Q11900186"
"667","Nokia_6280","526760","","2811","20221022012534","Q2079418"
"668","Otsolahti","527382","","1631","20241215092106","Q10430758"
"669","Nokia_N93i","527448","","1822","20250204021724","Q2090422"
"670","Tapani_Yli-Saunamäki","528163","","9912","20241102222332","Q16991439"
"671","Sakari_Mattila_(professori)","528974","","2131","20240709033729","Q17382402"
"672","Leppävaaran_lukio","529671","","6246","20241129190734","Q11875617"
"673","Nokia_E51","530261","","3306","20221022023126","Q2016111"
"674","Nokia_6101","534130","","1422","20221022010935","Q2278345"
"675","Dv11","535963","","5681","20241109083018","Q11856389"
"676","Finnoil","538316","","5775","20250408150023","Q11859682"
"677","Lynx_(moottorikelkka)","538341","","14884","20230221112758","Q3132892"
"678","TGK-1","538381","","6545","20241129105930","Q1967957"
"679","Fortum_Power_and_Heat","538382","","2878","20240203134151","Q11859846"
"680","OAO_Fortum","538941","","4789","20240104172947","Q4492050"
"681","Olli_Ikkala_(fyysikko)","539462","","3001","20230902195120","Q16299284"
"682","Valmet_412","540566","","8770","20250228195547","Q18688688"
"683","Valmet_112","540568","","615","20190318204411","Q18688683"
"684","Valmet_(traktori)","540750","","17008","20240517174257","Q7912488"
"685","Valmet_212","540972","","1037","20250228195545","Q11900182"
"686","Espoon_Automuseo","542589","","2312","20240614133533","Q11858781"
"687","Kalle_Aukusti_Poukka","545281","","2929","20220402101232","Q11869364"
"688","Nokia_7110","545525","","914","20190331063542","Q1480926"
"689","Musta_aukko_(teatteri)","547806","","1471","20230324175855","Q11883498"
"690","Volvo_BM_Valmet","549611","","1054","20190318204643","Q18689297"
"691","Valmet-Valtra","549619","","490","20220810190941","Q11900179"
"692","Valmet_20","549638","","6230","20240517174329","Q18688684"
"693","Valtion_Kivääritehdas","549731","","5591","20240122121549","Q18002785"
"694","Valtion_Tykkitehdas","549749","","4204","20241227210427","Q18662684"
"695","Nokia-tili_ja_-palvelut","550942","","6538","20240201170143","Q1461441"
"696","Move1","551365","","1956","20240717205253","Q18688981"
"697","Turveradantie","552156","","2037","20221218142122","Q18662500"
"698","Carl-Fredrik_Geust","555262","","3210","20241110060628","Q11854944"
"699","Etelä-Espoon_Pallo","557114","","4551","20240314145407","Q5402561"
"700","Forssan_ammatillinen_aikuiskoulutuskeskus","557798","","2238","20221005170803","Q11859831"
"701","Nokia_N82","558580","","2781","20241019033003","Q1065197"
"702","PKS_Volley","560290","","1052","20240310124937","Q11886209"
"703","Suomen_ralli_2008","560859","","7318","20231213172125","Q4405462"
"704","Espoon_helluntaiseurakunta","561669","","6409","20241005191619","Q11858801"
"705","Killeri","562511","","3575","20240922124423","Q18660027"
"706","Urria_(erikoiskoe)","562763","","2991","20230506105804","Q18662561"
"707","August_Ramsay","564836","","14707","20240809125103","Q6163504"
"708","Erkki_Oja","565109","","8962","20250105012130","Q5389678"
"709","Väinö_Kelhä","565454","","7097","20250304060255","Q16299767"
"710","HooGee","567957","","11190","20241025070417","Q5897365"
"711","Martti_Hallikainen","572682","","3288","20241112144736","Q11881282"
"712","Monikonpuro","572893","","4316","20241112233335","Q18660847"
"713","Kino_Tapiola","573381","","5663","20241123103150","Q5478250"
"714","Laajalahti_(merenlahti)","574615","","2516","20250227145730","Q10435062"
"715","Hauklampi_(Espoo,_Luukki)","574688","","2097","20231111092613","Q5477639"
"716","Sorvalampi_(Espoo)","574702","","1944","20220719052505","Q18335893"
"717","Iso_Huopalahti","575024","","2987","20250330134112","Q24340275"
"718","Espoonlahden_uimahalli","577070","","3101","20241225150232","Q11858816"
"719","HTC_Keilaniemi","577237","","560","20230401051903","Q18659161"
"720","Tapiolan_uimahalli","577250","","5542","20241204211325","Q7684660"
"721","Arne_Wessberg","577519","","4468","20250404172401","Q11852702"
"722","Leppävaaran_uimahalli","577733","","2230","20240902091358","Q11875618"
"723","S/S_Jatuli","580164","","3230","20221026231514","Q11891656"
"724","Valmet_700","581331","","1313","20181226104600","Q18688692"
"725","Pansion_telakka","582043","","1140","20240508195404","Q11886607"
"726","Hista","585784","","9270","20250329171300","Q11863423"
"727","Leppävaaran_Pyrintö","587907","","4020","20240321074508","Q11875616"
"728","Olarin_koulu","591074","","12617","20250208200304","Q11885249"
"729","Opiskelijakulttuurimuseo","592269","","2676","20230322222122","Q11888594"
"730","Forum_Nokia","594023","","2927","20221005172744","Q11859853"
"731","Nokia_5310","594153","","2420","20240812174728","Q1407492"
"732","Olavi_Louko","596750","","8739","20230513123622","Q11885289"
"733","Stig_Kankkonen","598080","","2501","20231204001230","Q5899235"
"734","Matti_Lievonen","598348","","7354","20230329094323","Q11881627"
"735","Otahalli","598820","","1974","20240509082217","Q11885964"
"736","Jussi_Paatela","599365","","10946","20240731130340","Q11868069"
"737","Aalto-yliopiston_ylioppilaskunta","599443","","11546","20250423213339","Q9294768"
"738","Nokia_1202","601595","","2911","20230115154439","Q375546"
"739","Jaakko_Aspara","603268","","9346","20241112113924","Q11865458"
"740","Polyteknikkojen_Orkesteri","604201","","4350","20241118135455","Q18661416"
"741","Martti_Tienari","607379","","6150","20241007220838","Q16363325"
"742","Raimo_Lehti","610943","","6393","20241110061114","Q11889790"
"743","Pentti_Kaitera","610992","","26737","20240625132023","Q17381362"
"744","Leppävaaran_Pallo","611280","","6692","20250203161729","Q18660547"
"745","Nokia_E65","612229","","2083","20221022023740","Q1761209"
"746","Majakka-seurakunta","613283","","3877","20241126194438","Q11880622"
"747","Nokia_7610_Supernova","614377","","927","20250204032754","Q1749692"
"748","Nokia_6121_classic","616035","","1139","20200606170141","Q5989251"
"749","Entresse","617426","","4305","20250105135200","Q11858050"
"750","Heikki_Mannila","619119","","2441","20250227211611","Q5699317"
"751","Martti_Levón","620720","","6688","20231008030323","Q11881311"
"752","Nokia_6131","621029","","1909","20221022011542","Q2082864"
"753","Kalajärvi_(järvi_Espoossa)","621818","","4302","20240504160837","Q18335882"
"754","Kaliton","621825","","1637","20210411145202","Q11869341"
"755","Nokia_3250","621977","","2147","20221022003915","Q2016130"
"756","Nokia_5800_XpressMusic","622386","","4213","20250121114602","Q842330"
"757","Kilon_kartano","622667","","1515","20241001194845","Q11871449"
"758","Nokia_N97","624365","","4295","20231019112351","Q1407539"
"759","Unga_Teatern","624501","","3465","20240214075946","Q11899519"
"760","Nokia_5700_XpressMusic","624661","","2652","20250204033608","Q1761291"
"761","Valmet_Petra","625194","","1459","20230217110046","Q11900189"
"762","Ouninpohjan_erikoiskoe","625699","","19189","20240805181432","Q11886148"
"763","Seppo_Huhta","626712","","7354","20240930194007","Q16299137"
"764","Nokia_5320_XpressMusic","632638","","2373","20250204034922","Q1998585"
"765","Jaakko_Voipio","632689","","7108","20240221182828","Q11865565"
"766","Hagalundin_kartano","637988","","1783","20221006222923","Q18658805"
"767","Kari_Haavisto","639030","","2352","20241112144114","Q11869897"
"768","Ymmerstan_koulu","640886","","2596","20240522133631","Q11902934"
"769","Espoonlahden_seurakunta","647343","","3857","20241005191026","Q23045437"
"770","Leppävaaran_seurakunta","647344","","3553","20241113131557","Q23045443"
"771","Olarin_seurakunta","647345","","3534","20241005191557","Q23045445"
"772","Tapiolan_seurakunta","647346","","8049","20241005191152","Q23045447"
"773","Espoon_Kiekkoseura","650271","","3179","20240920083525","Q11858788"
"774","Jäähonka","650964","","4007","20250426200758","Q5405689"
"775","Teekkaritytöt","652625","","3926","20250322084556","Q11896713"
"776","Fredrik_Almqvist","652838","","6098","20250226150003","Q5413368"
"777","Teemu_Lahtinen","655093","","14834","20241112202012","Q16981832"
"778","Vilant_Systems","656783","","4640","20231029122913","Q7930084"
"779","Nokia_2760","656995","","3809","20221022003012","Q660357"
"780","Tapiolan_ratsastuskoulu","657441","","4208","20250108194101","Q18662291"
"781","Laajalahden_koulu","658806","","2844","20240522125056","Q18660397"
"782","Gunnar_Henriksson","662343","","2606","20230329071028","Q11860745"
"783","Nokia_E71","663076","","2506","20221022024101","Q1634751"
"784","Ruukinranta","663505","","1538","20240204185154","Q11891504"
"785","M/T_Kiisla","663985","","2526","20231008034815","Q18688861"
"786","Espoon_Puhallinorkesteri","664272","","1082","20220802071515","Q11858791"
"787","Nokia_3110_classic","664519","","1296","20221022003403","Q1766174"
"788","Keskuslaboratorio","664883","","1761","20240716125947","Q10444892"
"789","Nokia_2600_classic","666276","","3688","20221211232038","Q8085731"
"790","Nokia_2680_slide","666279","","2168","20221230143012","Q2721097"
"791","Kylmälaboratorio","666299","","2447","20230819170516","Q18660355"
"792","Naantalin_jalostamo","667580","","19683","20241127043116","Q18660939"
"793","Espoo_Basket_Team","667964","","4526","20240314144848","Q11858776"
"794","Carl_Haglund","669381","","18275","20241220090958","Q1038599"
"795","Nokia_Oyj:n_historia","674781","","17454","20241127043638","Q857781"
"796","Anne-Liisa_Palmu","675104","","2698","20250228011140","Q5399976"
"797","Suomenojan_voimalaitos","675366","","9988","20241225121337","Q11895176"
"798","Nokia_5000","676713","","730","20250323231056","Q510019"
"799","Niklas_Savander","677530","","4102","20240916060954","Q4354515"
"800","Espoo_Bluesin_SM-liigakausi_2008–2009","677833","","3330","20220802071114","Q11858778"
"801","Design_Factory","678738","","5225","20240912115438","Q5264268"
"802","Isokylän_tunneli","679624","","1309","20241127044031","Q5493062"
"803","Hepomäen_tunneli","679643","","1135","20230717072237","Q11862374"
"804","Lakiamäen_tunneli","679644","","1193","20230618075952","Q18660455"
"805","Tervakorven_tunneli","679651","","1078","20240623181306","Q11897009"
"806","Pitkämäen_tunneli","679662","","1252","20230628042623","Q18661352"
"807","Orosmäen_tunneli","679670","","1811","20230626105822","Q11885806"
"808","Lehmihaan_tunneli","679699","","1018","20230618172217","Q18660521"
"809","Riitta_Hari","679767","","11640","20250101090756","Q1354479"
"810","M100_(juna)","680306","","13885","20250302190648","Q10854569"
"811","Sami_Franssila","681972","","3806","20250204041810","Q11892178"
"812","Myllyjärvi_(Espoo,_Röylä)","682132","","2611","20241203153549","Q11883644"
"813","Tve3","684519","","3800","20231221185400","Q11898938"
"814","Hr11","684729","","5007","20241109130635","Q2522230"
"815","Nokia_5220","685811","","2238","20221022005223","Q1998479"
"816","Lystimäki","688796","","2615","20241215093025","Q18660664"
"817","Urkuyö_ja_aaria","688910","","3862","20240607145635","Q12269752"
"818","Riikka_Pakarinen","689100","","11424","20250115104610","Q463741"
"819","Ammattiopisto_Live,_Leppävaaran_toimipaikka","691141","","6433","20240321174741","Q11885025"
"820","Aalto-yliopistokiinteistöt","693181","","5807","20250129145119","Q9294751"
"821","Leppävaaran_Sisu","693322","","2303","20240321074403","Q11875615"
"822","Päivänkehrän_koulu","695240","","3647","20240522132641","Q11889399"
"823","Perkkaan_kappeli","695762","","8770","20240812122523","Q11887477"
"824","Nokia_5200","697876","","2067","20221022005125","Q594246"
"825","Erkki_Aalto","702698","","5015","20230605181102","Q11858258"
"826","Rautpohjan_tehdas","702765","","12334","20240907235132","Q11890285"
"827","Radiosaari","703430","","394","20200921041437","Q18661591"
"828","Pentala","703433","","6757","20241113020410","Q10623292"
"829","Pirkko_Nuolijärvi","705713","","5463","20250228002900","Q11888246"
"830","Nokia_5630_XpressMusic","707242","","1862","20221022005910","Q2628207"
"831","Espoon_Akilles","707300","","4101","20240314144924","Q11858782"
"832","Nokia_N96","707910","","3267","20250204043926","Q1650880"
"833","Kalevan_kisat_2009","710194","","13885","20250423092338","Q4613830"
"834","Lillträsk","711160","","1612","20241112210308","Q11875906"
"835","Nuojuan_vesivoimalaitos","713396","","9266","20250228002851","Q19384090"
"836","Espoo_Bluesin_SM-liigakausi_2009–2010","715650","","2429","20220802071237","Q11858779"
"837","Kilon_talli","715714","","1951","20250108194012","Q5492028"
"838","Nokia_7100","716517","","2174","20241113003714","Q4216536"
"839","Sinikka_Vanhala","716790","","1581","20231203061048","Q11893632"
"840","Bruno_Kivisalo","716878","","4747","20240330151244","Q11854666"
"841","Valmet_502","716905","","1195","20240517174412","Q18688689"
"842","Pekka_Löyttyniemi","717934","","2505","20241128223436","Q11887153"
"843","Nokia_E75","721655","","2408","20230920163356","Q2280036"
"844","Nokia_N900","721902","","54596","20250224030704","Q858241"
"845","Jouko_Järvisalo","722908","","2844","20241111181833","Q16299520"
"846","Taidepoliisi","723338","","1466","20240614133541","Q11895983"
"847","Nokia_6300i","724914","","1603","20221022012923","Q2628193"
"848","Rajeev_Suri","725769","","4736","20250218155758","Q7285954"
"849","Tuttu_Tarkiainen","726237","","3388","20240210165327","Q6204325"
"850","Jorma_Kyyrä","729488","","1217","20240414140700","Q16981145"
"851","Odilampi","730330","","2699","20240825145944","Q11885107"
"852","Lahnuksen_koulu","730344","","3735","20250213183721","Q18660430"
"853","Hvittorp","730390","","2091","20240818132000","Q11863894"
"854","Vesa_Puttonen","730992","","4141","20241113031558","Q11901053"
"855","Kiipulan_ammattiopisto","732225","","3341","20240224060916","Q11871407"
"856","Sanna_Ojanen","734724","","2625","20230503002409","Q11892384"
"857","Aalto-yliopiston_lääketieteellisen_tekniikan_ja_laskennallisen_tieteen_laitos","735587","","2599","20240917012357","Q5400899"
"858","Nokia_5130","739440","","2769","20221022004834","Q856537"
"859","Move90","740366","","2852","20241112234200","Q18688984"
"860","Nokia_X6","742153","","2620","20241014210735","Q1077317"
"861","14_(Helsingin_bussilinja)","743149","","9251","20250126184655","Q3869072"
"862","Tommi_Mikkonen","743916","","2430","20240503085908","Q14090206"
"863","Helsingin_seudun_ympäristöpalvelut","747121","","17244","20250224151828","Q10520595"
"864","Paul_Tiililä","747325","","5545","20250228182620","Q11886945"
"865","Pasi_Vainio","748225","","3379","20230218122927","Q5391237"
"866","August_Piponius","750869","","4573","20230228090036","Q11853372"
"867","Espoon_karmeliittaluostari","751732","","1242","20240614145923","Q5481320"
"868","Tapiolan_Voimistelijat","753040","","2818","20240321082944","Q18662295"
"869","Turvapuisto","753099","","2012","20210420001132","Q18662499"
"870","Kansallinen_poninäyttely","753148","","5261","20241112174749","Q11869680"
"871","Helsingin_seudun_liikenne","754041","","47880","20250426125415","Q473211"
"872","Taideteollisen_korkeakoulun_ylioppilaat_TOKYO","754562","","2000","20250406180153","Q11895981"
"873","Lähderannan_koulu","761205","","1206","20240522125210","Q11879967"
"874","Juha_Joenväärä","761313","","8532","20241112165519","Q16299411"
"875","Nokia_2110","761569","","6497","20241112085116","Q747293"
"876","Nokia_5030","763662","","2194","20250204052147","Q4357902"
"877","Espoon_kaupunginarkisto","765124","","2010","20240703212545","Q11858800"
"878","Sellon_ampumavälikohtaus","765452","","13791","20250325203711","Q2458178"
"879","Olavi_Nevanlinna","765668","","2495","20211103103843","Q11885297"
"880","Suomen_rallin_onnettomuudet","767991","","15080","20250105180938","Q18661073"
"881","Aino_Niskanen","770329","","3766","20250228001741","Q11850172"
"882","Valtion_hienomekaaninen_konepaja","770397","","4093","20241113093945","Q11900274"
"883","Kaparen","773753","","2049","20231224100436","Q11869792"
"884","MeeGo","784784","","5845","20241014200400","Q241874"
"885","Lauri_Kivinen","785885","","9939","20241112185104","Q11875054"
"886","XpressMusic","789333","","343","20170130190045","Q2470078"
"887","Mankkaanpuron_koulu","792183","","1834","20231013044213","Q18660747"
"888","Tapiolan_jalkapallostadion","793922","","974","20240713024508","Q18662290"
"889","Aarne_Jutila","794008","","2811","20241112171050","Q9321743"
"890","Metsähovin_radio-observatorio","794658","","2493","20240506153627","Q3847974"
"891","M/T_Suula","794777","","3336","20220821223650","Q18689201"
"892","Neste_Shipping","794820","","9822","20221021151147","Q18688681"
"893","Nokia_5530_XpressMusic","800921","","2265","20250204054733","Q2079443"
"894","Juha_Hemánus","801911","","6330","20240929063813","Q11867353"
"895","Lansa","802276","","646","20211012145210","Q11874591"
"896","Mika_Vehviläinen","802972","","14855","20230603111315","Q11882618"
"897","Tuomarilan_koulu","805001","","2262","20240120084218","Q18662434"
"898","Leppävaaran_urheilupuisto","805821","","3790","20240713024350","Q18660549"
"899","Nokia_5230","807696","","4133","20221022005351","Q1218455"
"900","Villa_Miniato","808127","","6369","20250308220024","Q5492145"
"901","Teekkariorkesteri_Humpsvakar","810403","","2990","20250414142553","Q10692157"
"902","Nokia_3120_Classic","811726","","2093","20221022003500","Q766645"
"903","Nokia_N8-00","812572","","7641","20241014210810","Q727286"
"904","Ossi_Barck","814040","","3593","20241112105313","Q11885927"
"905","Nokia_2730_classic","814113","","1705","20221022002913","Q3011903"
"906","Jalavapuiston_koulu","814364","","1570","20240522124744","Q11865686"
"907","Nokia_1610","814407","","2907","20241112084548","Q2383843"
"908","Ilkka_J._Kari","815540","","6533","20220414035222","Q11864521"
"909","Helsingin_Jäätelötehdas","816032","","4567","20240209143142","Q18688786"
"910","Leppävaaran_Urheiluhalli","816200","","741","20240614133554","Q5392860"
"911","Innofactor","817457","","11638","20231117075310","Q17070747"
"912","Nokia_N79","817725","","3349","20221022030833","Q2000247"
"913","Nokia_E5","818297","","2938","20221022023006","Q2986645"
"914","Väinö_Sihvonen","819057","","3487","20241130205348","Q11902110"
"915","Pallohonka","819997","","3478","20230228113032","Q7127936"
"916","Eestinkallion_koulu","821825","","1223","20231008084615","Q11856844"
"917","Nokia_Morph","829099","","3127","20230423073124","Q2465029"
"918","Nokia_3110_Evolve","831949","","1901","20200606181351","Q3877830"
"919","M/T_Bonito","834079","","3700","20220821223419","Q11880235"
"920","Matti_Karjalainen_(professori)","834126","","6949","20231111170632","Q11881589"
"921","Nordea_Nordic_Light_Open","835515","","6211","20230625183844","Q1463396"
"922","Albert_Koskinen","836105","","1883","20241112192308","Q11850590"
"923","Kaitlampi","838418","","2304","20231229001106","Q11869040"
"924","Valter_Kostilainen","838464","","2360","20231009113708","Q17381858"
"925","Nokia_5730_XpressMusic","839493","","5397","20221022010107","Q2278364"
"926","Nokia_5610","839498","","1701","20221022005813","Q2310363"
"927","Kytö_(Espoo)","841397","","6308","20250321200554","Q3368379"
"928","Nokia_5228","843698","","3066","20221022005253","Q3877835"
"929","Haukilahden_koulu","843761","","5143","20241008195926","Q65233969"
"930","Nokia_2700_classic","843893","","2113","20221022002849","Q950067"
"931","Tillinmäki","844120","","2100","20220722004435","Q18662373"
"932","Espoon_Taitoluisteluklubi","845572","","2898","20241103214813","Q11858793"
"933","Espoon_radio-_ja_televisioasema","846948","","6300","20250420121709","Q4353417"
"934","Raide-Jokeri","848505","","54063","20250126205556","Q31085928"
"935","Nokia_Suite","849251","","891","20171221114244","Q1995700"
"936","Pentalanjärvi","849748","","4072","20240106100024","Q24344395"
"937","Nokia_E52","852712","","3020","20230226125933","Q1758784"
"938","Aalto-1","853175","","45665","20250414153436","Q3270586"
"939","Suuri_Suomalainen_Derby","853567","","6964","20240901185637","Q3113584"
"940","Nokia_Oyj:n_virstanpylväät","853875","","18714","20231107075958","Q14917596"
"941","Stephen_Elop","855035","","14035","20240627090802","Q983111"
"942","Anssi_Vanjoki","855993","","7835","20250427115641","Q11851879"
"943","Nokia_C3-01","856662","","5236","20221022022437","Q2631235"
"944","Petteri_Kolinen","858320","","4443","20231128192419","Q11887839"
"945","Jorma_Routti","861291","","2457","20241031161341","Q11867019"
"946","Harmaakallio","862162","","607","20200922095257","Q11861565"
"947","Pirttimäki_(Espoo)","863051","","2396","20230606165256","Q11888271"
"948","Smash-Tennis","864147","","3528","20240528211457","Q11893909"
"949","Simon_Elo","865709","","29543","20240707035523","Q11893562"
"950","Angry_Birds_(videopeli)","865987","","17051","20241201030341","Q4558721"
"951","Nokia_6103","866501","","2167","20221022011032","Q2310472"
"952","Jiri_Keronen","866983","","9474","20250314122100","Q11866474"
"953","Valmet_PIK-23_Towmaster","867865","","2684","20241113093635","Q7912486"
"954","Leila_Lehtinen","868585","","1025","20240909065031","Q11875352"
"955","Marita_Mäkinen","868653","","1517","20250227234949","Q11880950"
"956","Yrjö_Benson","869031","","1990","20220726090715","Q5399796"
"957","Margareta_Pietikäinen","869872","","1407","20241128224120","Q11880851"
"958","Porvoon_öljynjalostamo","870564","","4720","20240208090301","Q18689092"
"959","Jouni_Mykkänen","871342","","4308","20250205011203","Q5492635"
"960","Raimo_Tiilikainen","871418","","3978","20240722133040","Q5402087"
"961","Tanssiteatteri_Glims_&_Gloms","875355","","3666","20221004110148","Q11896394"
"962","Ritva_Erkama","876726","","4410","20230629211341","Q16298101"
"963","Marja_Liisa_Portin","877066","","3387","20231008075136","Q4353200"
"964","Markku_von_Hertzen","877248","","3239","20250227052927","Q5493198"
"965","Aalto-yliopiston_insinööritieteiden_korkeakoulu","877267","","7401","20250322111436","Q4661412"
"966","Aalto-yliopiston_kemian_tekniikan_korkeakoulu","877268","","8565","20250322111556","Q4661411"
"967","Aalto-yliopiston_sähkötekniikan_korkeakoulu","877269","","4167","20250322111316","Q4661414"
"968","Aalto-yliopiston_perustieteiden_korkeakoulu","877271","","8766","20250322111250","Q4661410"
"969","Kirkkojärven_koulu","879349","","2495","20231225112021","Q11871700"
"970","Nokia_C6-00","883166","","5748","20230102210456","Q2551527"
"971","Koneinsinöörikilta","886258","","6122","20250424222439","Q11872320"
"972","Jussi_Liimatainen","886802","","1900","20221011124740","Q11868043"
"973","Anna_Valtonen","887750","","2458","20230803152527","Q11851623"
"974","Mattlidens_gymnasium","889436","","1799","20220130155521","Q10578542"
"975","Mattlidens_skola","889439","","2110","20231225185405","Q18660790"
"976","Viljo_Castrén","889907","","2937","20250226225800","Q11901467"
"977","Espoon_vaakuna","890646","","1346","20241112131946","Q2120333"
"978","Pekka_Mattila_(professori)","892972","","8855","20241031175303","Q16987198"
"979","Nokia_C7-00","901351","","7591","20221022022905","Q2336472"
"980","Outi_Krause","901404","","4316","20250301122712","Q11886154"
"981","Mestarintunneli","901810","","4537","20241112231046","Q18660815"
"982","Maarit_Karppinen","902965","","4346","20241025043803","Q16299703"
"983","Nokia_C6-01","905748","","4249","20221127183501","Q1612117"
"984","Rovio_Entertainment","906686","","21362","20241226160323","Q870095"
"985","Järvikylä_(Espoo)","907133","","463","20231130025530","Q5547717"
"986","Seututie_113","909839","","854","20231224190609","Q18691409"
"987","Otaniemen_vesitorni","910132","","2427","20221128144716","Q15073511"
"988","Nokia_3720_classic","913877","","1928","20250204071055","Q3043362"
"989","Valmet_1502","914576","","3288","20240517174323","Q11900181"
"990","Muulon_silta","915248","","6090","20250329193120","Q18660893"
"991","Valmet_504","916288","","898","20240517174422","Q18688690"
"992","Espoonlahden_vesitorni","917628","","4457","20220802073312","Q11858818"
"993","Angry_Birds_Seasons","922866","","6266","20230212164826","Q865719"
"994","Angry_Birds_Rio","922867","","2729","20221115212319","Q1050143"
"995","Aalto_Start-Up_Center","922901","","1788","20210815164010","Q5476851"
"996","Vuoden_1975_arsenikkiskandaali","924530","","37502","20250411051042","Q18293707"
"997","Nokia_7230","924650","","1800","20241008200429","Q1988616"
"998","Nokia_2300","925012","","1844","20250204071928","Q2405245"
"999","Pia_Kauma","926241","","8688","20241128225912","Q11887897"
"1000","Arja_Juvonen","926276","","10377","20241128225900","Q11852563"
"1001","Leppävaaran_Torni","929845","","8624","20250410223706","Q18660548"
"1002","Jäniskallion_kalliomaalaus","930213","","3143","20241112171444","Q11868332"
"1003","C._E._Carlson","930424","","4204","20250226225629","Q11854804"
"1004","Pekka_Lundmark","932685","","9713","20250404165947","Q14090205"
"1005","Valmet_705","934142","","1505","20240517174448","Q11900184"
"1006","Nokia_E7-00","934624","","5308","20241014210905","Q127449"
"1007","Espoon_metsärata","934828","","2339","20250227013120","Q11858807"
"1008","Kari_Hoppu","938310","","2295","20241112154350","Q5493868"
"1009","Nokia_N9","942053","","11875","20241014210918","Q830534"
"1010","Tiiskeri_(laiva)","949105","","897","20240926103855","Q5407687"
"1011","Jääkiekon_naisten_maailmanmestaruuskilpailut_1999","949719","","13910","20250414154102","Q731507"
"1012","Nokia_C5-00","950645","","3132","20221022022601","Q2357052"
"1013","Nokia_500","950717","","4943","20221022004650","Q2699065"
"1014","Nokia_C5-03","950936","","3406","20221022022625","Q580154"
"1015","Nokia_702T","951543","","2329","20200715165845","Q14121129"
"1016","Nokia_X1-01","952525","","2492","20221022033445","Q11884669"
"1017","Nokia_X7-00","952811","","3243","20221022034126","Q2661393"
"1018","Finns","952828","","1545","20250227014702","Q11859687"
"1019","Ohto_Oksala","953336","","3089","20191117181057","Q11885140"
"1020","Helsingin_seudun_linja-autoliikenne","953572","","66785","20250426125429","Q18658694"
"1021","Nokia_E6-00","953961","","4843","20230710115708","Q3301100"
"1022","Tor_Karsten","957170","","8729","20201217040648","Q225891"
"1023","Nokia_101","958720","","3926","20250418013824","Q610442"
"1024","Nokia_100","958746","","2523","20221022000349","Q2160323"
"1025","Nokia_701","958839","","5788","20221022014506","Q2699495"
"1026","Nokia_700","959072","","4172","20221022014409","Q3877855"
"1027","Nokia_600","959150","","3917","20221022010232","Q11884637"
"1028","Nokia_C2-02","963039","","3054","20221022022116","Q4116390"
"1029","Nokia_C2-03","963135","","2322","20190331184515","Q4115118"
"1030","Jouko_Virkkunen","963386","","1486","20181028185743","Q11867201"
"1031","Nokia_C2-06","963542","","2221","20170513113755","Q7047966"
"1032","Juha_Karhunen","964840","","2441","20221011042432","Q16299669"
"1033","Nokia_N950","964911","","2931","20200930154610","Q5491557"
"1034","Aaltoes","968839","","6431","20250408144629","Q4661413"
"1035","Keilaniemen_metroasema","971984","","3044","20231231142109","Q5487773"
"1036","Aalto-yliopiston_metroasema","971987","","6303","20231231142034","Q7108439"
"1037","Tapiolan_metroasema","971989","","4501","20240816173801","Q7684657"
"1038","Urheilupuiston_metroasema","972046","","4230","20250322062843","Q7900501"
"1039","Matinkylän_metroasema","972345","","3936","20250322062744","Q6787584"
"1040","Nokia_Lumia_800","972571","","12979","20230226132231","Q923699"
"1041","Nokia_Lumia_710","972674","","9298","20241014210941","Q1139503"
